PracticeCode,GPPracticeName,PracticeListSize,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Postcode,TelephoneNumber,PracticeType,Dispensing,HB,HSCP,DataZone,GPCluster
21011,"Drs Fordyce, Lempke & Parish",6429,"Drs Fordyce, Lempke & Parish",Kirkcaldy Health Centre,Whyteman'S Brae,Kirkcaldy,KY1 2NA,01592   641   203,17J,N,S08000029,S37000032,S01009522,Kirkcaldy
21101,Howe of Fife Surgery,4617,Howe of Fife Surgery,27 Commercial Road,Ladybank,Fife,KY15 7JS,01337   830   765,17J,N,S08000029,S37000032,S01009666,North East Fife
21153,Leslie Medical Practice,6504,Leslie Medical Practice,Anderson Drive,Leslie,Fife,KY6 3LQ,01592   620   222,17J,N,S08000029,S37000032,S01009553,Glenrothes
21204,Pitcairn Practice Leuchars & Balmullo,4445,Pitcairn Practice Leuchars & Balmullo,Balmullo Surgery,1 Pitcairn Drive,Balmullo,KY16 0DZ,01334   839   210,17J,N,S08000029,S37000032,S01009745,North East Fife
21261,Scoonie Medical Practice,12583,The Health Centre,Victoria Road,Leven,Fife,KY8 4ET,01333   432   588,17C,N,S08000029,S37000032,S01009641,Levenmouth
21308,Charlestown Surgery,2818,The Surgery,Main Road,Charlestown,Fife,KY11 3ED,01383   872   201,17J,N,S08000029,S37000032,S01009288,South West Fife
21384,Meadows Practice,5220,Meadows Practice,The Health Centre,David Street,Lochgelly,KY5 9QZ,01592   782   783,17J,N,S08000029,S37000032,S01009453,Cowdenbeath
21421,Benarty Medical Practice,4773,Benarty Medical Practice,54-58 Lochleven Road,Lochore,Fife,KY5 8DA,01592   860   463,17C,N,S08000029,S37000032,S01009430,Cowdenbeath
21440,Dr K Thompson,2217,Dr K Thompson,The Health Centre,David Street,"Lochgelly, Fife",KY5 9QZ,01592   782   954,17J,N,S08000029,S37000032,S01009453,Cowdenbeath
21454,Markinch Medical Practice,6009,Markinch Medical Practice,19 High Street,Markinch,Fife,KY7 6ER,01592   610   640,17J,N,S08000029,S37000032,S01009609,Glenrothes
21469,Lochgelly Medical Practice,3391,Lochgelly Medical Practice,The Health Centre,David Street,"Lochgelly, Fife",KY5 9QZ,01592   780   277,17J,N,S08000029,S37000032,S01009453,Cowdenbeath
21505,Methilhaven Surgery,6034,Methilhaven Surgery,Wellesley Unit,Randolph Wemyss Memorial Hospital,"Buckhaven, Fife",KY8 1HU,01333   426   913,2C,N,S08000029,S37000032,S01009619,Levenmouth
21524,Airlie Medical Practice,8103,Airlie Medical Practice,Ajax Way,Methil,Fife,KY8 3RS,01333   426   083,17J,N,S08000029,S37000032,S01009635,Levenmouth
21558,Newburgh Surgery,3978,Newburgh Surgery,116 High Street,Newburgh,Fife,KY14 6DA,01337   840   462,17J,N,S08000029,S37000032,S01009679,Kinross/Errol/Bridge of Earn
21609,Tayview Medical Practice,9333,Tayview Medical Practice,16 Victoria Street,Newport-On-Tay,Fife,DD6 8DJ,01382   543   251,17J,N,S08000029,S37000032,S01009754,North East Fife
21613,Oakley Medical practice,8842,Oakley Health Centre,Wardlaw Way,OAKLEY,Fife,KY12 9QH,01383   850   212,17J,N,S08000029,S37000032,S01009270,South West Fife
21736,Coast Health,5240,Pittenweem Surgery,2 Routine Row,Pittenweem,Fife,KY10 2LG,01333   311   307,17J,N,S08000029,S37000032,S01009704,North East Fife
21755,Primrose Lane Medical Centre,9468,Primrose Lane Medical Centre,3-5 Jutland Street,Rosyth,Fife,KY11 2ZL,01383   414   874,17C,N,S08000029,S37000032,S01009364,Dunfermline
21760,Park Road Practice,6161,Park Road Practice,Park Road Surgery,Park Road,Rosyth,KY11 2SE,01383   418   931,17J,N,S08000029,S37000032,S01009367,South West Fife
21825,Blackfriars Medical Practice,9219,Blackfriars Medical Practice,St Andrews Community Hospital,Largo Road,St Andrews,KY16 8AR,01334   477   477,17J,N,S08000029,S37000032,S01009730,North East Fife
21830,Pipeland Medical Practice,15892,Pipeland Medical Practice,St Andrews Community Hospital,Largo Road,"St Andrews, Fife",KY16 8AR,01334   476   840,17J,N,S08000029,S37000032,S01009730,North East Fife
25027,Ochil Medical Practice,10305,Ochil Medical Practice,Health Centre,Hallpark Road,Sauchie,FK10 3JQ,01259   724   181,17J,N,S08000019,S37000005,S01007460,Clackmannan
25031,The Whins Medical Practice,6807,The Whins Medical Practice,Hallpark Road,Sauchie,Clackmannanshire,FK10 3JQ,01259   216   701,17J,N,S08000019,S37000005,S01007460,Clackmannan
25046,Alva Medical Practice,13181,Alva Medical Practice,West Johnstone Street,Alva,Clackmannanshire,FK12 5BD,01259   760   331,17J,N,S08000019,S37000005,S01007428,Clackmannan
25051,Balfron Health Centre,2972,Balfron Health Centre,41-47 Buchanan Street,Balfron,,G63 0TS,01360   440   515,17J,N,S08000019,S37000005,S01013012,West Stirling
25065,Edenkiln Surgery,2463,Edenkiln Surgery,12 Dumbrock Road,Strathblane,,G63 9EG,01360   770   340,17J,N,S08000019,S37000005,S01013008,West Stirling
25070,Forthview Practice,4343,Forthview Practice,Health Centre,Dean Road,Bo'ness,EH51 0DQ,01506   822   466,17J,N,S08000019,S37000013,S01009257,"Bo'ness, Grangemouth"
25084,The Richmond Practice,8398,The Richmond Practice,The Richmond Practice,Dean Road,Bo'ness,EH51 0DQ,01506   822   665,17J,N,S08000019,S37000013,S01009257,"Bo'ness, Grangemouth"
25099,Kinglass Medical Practice,3657,Kinglass Medical Practice,Kinglass Centre,Gauze Road,Bo'ness,EH51 9UE,01506   822   556,17C,N,S08000019,S37000013,S01009259,"Bo'ness, Grangemouth"
25101,Bridge Of Allan Health Centre,6980,Bridge Of Allan Health Centre,Fountain Road,Bridge Of Allan,,FK9 4EU,01786   833   210,17J,N,S08000019,S37000005,S01013086,North West Stirling
25121,Callander Medical Practice,4571,Callander Medical Practice,Geisher Road,Callander,,FK17 8LX,01877   331   000,17J,N,S08000019,S37000005,S01013112,North West Stirling
25135,Clackmannan & Kincardine Medical Practice,6979,Clackmannan & Kincardine Medical Practice,Main Street,Clackmannan,Clackmannanshire,FK10 4JA,01259   723   725,17J,N,S08000019,S37000005,S01007450,Clackmannan
25169,Fallin Health Centre,6344,Fallin Health Centre,Stirling Road,Fallin,Stirlingshire,FK7 7JD,01786   812   412,17J,N,S08000019,S37000005,S01013036,Stirling City
25173,Denny Cross Medical Centre,5291,Denny Cross Medical Centre,1 Duke Street,Denny,,FK6 6DB,01324   822   330,17J,N,S08000019,S37000013,S01009057,Denny & Bonnybridge
25188,Carronbank Medical Practice,10511,Carronbank Medical Practice,Denny Health Centre,Carronbank House,Denny,FK6 6GD,01324   822   382,17J,N,S08000019,S37000013,S01009058,Denny & Bonnybridge
25192,Antonine Medical Practice,4979,Antonine Medical Practice,Larbert Road,Bonnybridge,,FK4 1ED,01324   812   315,17J,N,S08000019,S37000013,S01009079,Denny & Bonnybridge
25205,Bonnybank Medical Practice,8386,Bonnybank Medical Practice,Bonnybridge Health Centre,Larbert Road,Bonnybridge,FK4 1ED,01324   812   613,17J,N,S08000019,S37000013,S01009079,Denny & Bonnybridge
25210,Dollar Health Centre,5343,Dollar Health Centre,Park Place,Dollar,,FK14 7AA,01259   742   120,17J,N,S08000019,S37000005,S01007444,Clackmannan
25224,Doune Health Centre,4316,Doune Health Centre,Springbank Road,Doune,,FK16 6DU,01786   841   213,17J,N,S08000019,S37000005,S01013107,North West Stirling
25243,Dunblane Medical Practice,10803,Dunblane Medical Practice,Health Centre,Well Place,Dunblane,FK15 9AL,01786   822   595,17J,N,S08000019,S37000005,S01013101,North West Stirling
25262,Wallace Medical Centre,8010,Wallace Medical Centre,254 Thornhill Road,Falkirk,,FK2 7AZ,01324   622   826,17J,N,S08000019,S37000013,S01009142,Falkirk Town
25277,Ark Medical Practice,2658,Ark Medical Practice,9 Booth Place,Falkirk,,FK1 1BA,01324   621   113,17J,N,S08000019,S37000013,S01009151,Falkirk Town
25281,Meeks Road Surgery,10683,Meeks Road Surgery,10 Meeks Road,Falkirk,,FK2 7ES,01324   619   930,17J,N,S08000019,S37000013,S01009138,Falkirk Town
25309,Graeme Medical Centre,5581,Graeme Medical Centre,1 Western Avenue,Falkirk,,FK2 7HR,01324   624   437,17J,N,S08000019,S37000013,S01009138,Falkirk Town
25313,Camelon Medical Practice,8126,Camelon Medical Practice,3 Baird Street,Camelon,Falkirk,FK1 4PP,01324   622   854,17J,N,S08000019,S37000013,S01009162,Falkirk Town
25332,Bo'ness Road Medical Practice,7705,Bo'ness Road Medical Practice,33 Bo'ness Road,Grangemouth,,FK3 8AN,01324   482   653,17J,N,S08000019,S37000013,S01009229,"Bo'ness, Grangemouth"
25347,Killearn Health Centre,4647,Killearn Health Centre,Killearn,,,G63 9NA,01360   550   339,17J,N,S08000019,S37000005,S01013004,West Stirling
25351,Killin Medical Practice,1587,Killin Medical Practice,Laggan Leigheas,Killin,,FK21 8TQ,01567   820   213,17J,N,S08000019,S37000005,S01013120,North West Stirling
25366,Kippen Surgery,2294,Kippen Surgery,Castlehill Loan,Kippen,,FK8 3DZ,01786   870   369,17J,Y,S08000019,S37000005,S01013017,West Stirling
25390,Viewpoint Medical Practice,6360,Viewpoint Medical Practice,Stenhousemuir Health Centre,Park Drive,Stenhousemuir,FK5 3BB,01324   552   200,17J,N,S08000019,S37000013,S01009100,Stenhousemuir & Larbert
25402,Parkview Practice,5157,Parkview Practice,Stenhousemuir Health Centre,Park Drive,Stenhousemuir,FK5 3BB,01324   554   411,17J,N,S08000019,S37000013,S01009100,Stenhousemuir & Larbert
25441,Polmont Park Medical Practice,7804,Polmont Park Medical Practice,Meadowbank Health Centre,Salmon Inn Road,Polmont,FK2 0XF,01324   715   753,17J,N,S08000019,S37000013,S01009214,Slamannan & The Braes
25455,Braesview Medical Group,9677,Braesview Medical Group,Meadowbank Health Centre,Salmon Inn Road,Polmont,FK2 0XF,01324   715   540,17J,N,S08000019,S37000013,S01009214,Slamannan & The Braes
25460,Parkhill Medical Practice,12137,Parkhill Medical Practice,Meadowbank Health Centre,Polmont,Falkirk,FK2 0XF,01324   715   446,17J,N,S08000019,S37000013,S01009214,Slamannan & The Braes
25474,Slamannan Medical Practice,2111,Slamannan Medical Practice,Bank Street,Slamannan,Stirlingshire,FK1 3EZ,01324   851   288,2C,N,S08000019,S37000013,S01009184,Slamannan & The Braes
25506,Park Terrace Medical Practice,7380,Park Terrace Medical Practice,The GP and Minor Injury Service,Livilands,Stirling,FK8 2AU,01786   445    888,17J,N,S08000019,S37000005,S01013060,Stirling City
25525,Orchard House Health Centre,4317,Orchard House Health Centre,Orchard House Health Centre,Union Street,Stirling,FK8 1PH,01786   450   394,17J,N,S08000019,S37000005,S01013071,Stirling City
25544,Tillicoultry Medical Practice,8426,Tillicoultry Medical Practice,Park Street,Tillicoultry,,FK13 6AG,01259   750   531,17J,N,S08000019,S37000005,S01007436,Clackmannan
25559,Airthrey Park Medical Centre,8274,Airthrey Park Medical Centre,Hermitage Road,University Of Stirling,Stirling,FK9 4NJ,01786   463   831,17C,N,S08000019,S37000005,S01013083,North West Stirling
25582,Park Avenue Medical Centre,7614,Park Avenue Medical Centre,GP Centre,Livilands,Stirling,FK8 2AU,01786   473   529,17J,N,S08000019,S37000005,S01013060,Stirling City
25597,Stenhouse Practice,3045,Stenhouse Practice,Stenhousemuir Health Centre,Park Drive,Stenhousemuir,FK5 3BB,01324   570   570,17J,N,S08000019,S37000013,S01009100,Stenhousemuir & Larbert
25648,Tryst Medical Centre,6243,Tryst Medical Centre,431 King Street,Stenhousemuir,Larbert,FK5 4HT,01324   551   555,17J,N,S08000019,S37000013,S01009106,Stenhousemuir & Larbert
25652,Carron Medical Centre,4123,Carron Medical Centre,Ronades Road,Bainsford,Falkirk,FK2 7TA,01324   619   940,17C,N,S08000019,S37000013,S01009135,Falkirk Town
25671,Ochilview Practice,5939,Ochilview Practice,Stenhousemuir Health Centre,Park Drive,Stenhousemuir,FK5 3BB,01324   554   136,17J,N,S08000019,S37000013,S01009100,Stenhousemuir & Larbert
25686,Allan Park Medical Practice,3750,Allan Park Medical Practice,19 Allan Park,Stirling,,FK8 2QD,01786   451   375,17C,N,S08000019,S37000005,S01013063,Stirling City
25737,Viewfield Medical Practice,10024,Viewfield Medical Practice,The GP and Minor Injury Service,Livilands,Stirling,FK8 2AU,01786   434   720,17J,N,S08000019,S37000005,S01013060,Stirling City
25826,Direct Patient Care Service,30,Direct Patient Care Service,Carseview House,Castlebusiness Park,Stirling,FK9 4SW,01324   624   000,2C,N,S08000019,S37000005,S01013073,Forth Valley Undefined
25898,Drymen Health Centre,1567,Drymen Health Centre,2 Old Gartmore Road,Drymen,,G63 0DP,01360   660   203,17J,N,S08000019,S37000005,S01013009,West Stirling
25968,Aberfoyle & Buchlyvie Medical Centres,2364,Aberfoyle & Buchlyvie Medical Centres,Station Road,Buchlyvie,Stirlingshire,FK8 3NB,01877   382   421,17J,Y,S08000019,S37000005,S01013014,West Stirling
25991,Tor Medical Group,3318,Tor Medical Group,Carbrook Drive,Plean,,FK7 8DW,,17J,N,S08000019,S37000005,S01013026,Stirling City
26015,Alba Medical Group,28569,Alba Medical Group Forth Valley,Firs Entry,Bannockburn,Stirling,FK7 0HW,03301   289    389,17J,N,S08000019,S37000005,S01013045,Stirling City
30030,Garthdee Medical Group,10540,Garthdee Medical Group,Health Centre Garthdee Road,Aberdeen,Aberdeenshire,AB10 7QQ,01224   208   312,17J,N,S08000020,S37000001,S01006528,Aberdeen City South
30059,Holburn Medical Group,9042,Holburn Medical Group,7 Albyn Place,Aberdeen,,AB10 1YE,01224   400   800,17J,N,S08000020,S37000001,S01006571,Aberdeen City South
30078,Newburn Health Centre,20438,Newburn Health Centre,,Rosemount Viaduct,Aberdeen,AB25 1QB,0345 013 0740,17J,N,S08000020,S37000001,S01006586,Aberdeen City Central
30097,Whinhill Medical Practice,8689,Whinhill Medical Practice (One Medical),20 Whinhill Road,Aberdeen,,AB11 7XH,0345 337 6201,17J,N,S08000020,S37000001,S01006602,Aberdeen City South
30203,Elmbank Group Practice,11562,Elmbank Group Practice,Foresterhill Health Centre,Westburn Road,Aberdeen,AB25 2AY,0345 337  0710,17C,N,S08000020,S37000001,S01006563,Aberdeen City Central
30218,Hamilton Medical Group,9334,Hamilton Medical Group,4 Queens Road,Aberdeen,,AB15 4ZT,01224   562   888,17J,N,S08000020,S37000001,S01006571,Aberdeen City West
30256,Bucksburn Medical Practice,5282,Bucksburn Medical Practice,Bucksburn Clinic,Kepplehills Road,Bucksburn,AB21 9DG,01224   713   927,17J,N,S08000020,S37000001,S01006745,Aberdeen City North
30261,Westburn Medical Group,6318,Westburn Medical Group,"Foresterhill Health Centre, Westburn Road",Aberdeen,Aberdeenshire,AB25 2XE,0345 099 5757,17C,N,S08000020,S37000001,S01006563,Aberdeen City Central
30280,New Dyce Medical Practice,10027,New Dyce Medical Practice,Dyce Health Centre,23a Altonrea Gardens,Dyce Aberdeen,AB21 7NQ,0345 337 9922,17C,N,S08000020,S37000001,S01006754,Aberdeen City North
30307,Great Western Medical Practice,9970,Great Western Medical Practice,Seafield Road,Aberdeen,Aberdeenshire,AB15 7YT,0345 337  0540,17J,N,S08000020,S37000001,S01006545,Aberdeen City West
30311,Torry Medical Practice,6416,Torry Medical Practice (River Dee),Torry Neighbourhood Centre,Oscar Road,Aberdeen,AB11 8ER,0345 337 9977,17J,N,S08000020,S37000001,S01006625,Aberdeen City South
30401,Kincorth Medical Practice,13895,Kincorth Medical Practice,Kincorth Community Health Centre,Provost Watt Drive,Kincorth,AB12 5NA,0345 337  1170,17J,N,S08000020,S37000001,S01006607,Aberdeen City South
30504,Oldmachar Medical Practice,18047,Oldmachar Medical Practice,526 King Street,Aberdeen,,AB24 5RS,0345 337 0510,17J,N,S08000020,S37000001,S01006667,Aberdeen City North
30561,Marywell Healthcare Centre,416,Marywell Healthcare Centre,Timmermarket Building,1 East North Street,Aberdeen,AB24 5HT,01224   594   108,2C,N,S08000020,S37000001,S01006639,Aberdeen City South
30627,Links Medical Practice,8899,Links Medical Practice,City Hospital,Park Road,Aberdeen,AB24 5AU,0345 337  6340,17J,N,S08000020,S37000001,S01006641,Aberdeen City Central
30701,Calsayseat Medical Group,12763,Calsayseat Medical Group,44 Powis Place,Aberdeen,,AB25 3TX,0345 337 6370,17C,N,S08000020,S37000001,S01006651,Aberdeen City Central
30909,Albyn Medical Practice,10721,Albyn Medical Practice,The Albyn Medical Practice,30 Albyn Place,Aberdeen,AB10 1NW,01224   586   829,17J,N,S08000020,S37000001,S01006571,Aberdeen City West
30928,King's Medical Practice,11775,King's Medical Practice,12 Sunnybank Road,Aberdeen,,AB24 3NG,01224   486   702,17C,N,S08000020,S37000001,S01006664,Aberdeen City North
30951,Rubislaw Place Medical Group,8562,Rubislaw Place Medical Group,Rubislaw Medical Group,7 Rubislaw Place,Aberdeen,AB10 1QB,01224   641   968,17J,N,S08000020,S37000001,S01006571,Aberdeen City South
31009,Kingswells Medical Practice,7000,Kingswells Medical Practice,Kingswood Drive,Kingswells,,AB15 8TB,01224   745   800,17J,N,S08000020,S37000001,S01006734,Aberdeen City West
31141,Woodside Medical Group,12391,Woodside Medical Group,Woodside Fountain Health Centre,Great Northern Road,Aberdeen,AB24 2AS,01224   492   828,17J,N,S08000020,S37000001,S01006684,Aberdeen City Central
31206,Scotstown Medical Group,12467,Scotstown Medical Group,Cairnfold Road,Bridge Of Don,Aberdeen,AB22 8LD,0345 189 7070,17C,Y,S08000020,S37000001,S01006779,Aberdeen City North
31211,Gilbert Road Medical Group,9793,Gilbert Road Medical Group,39 Gilbert Road,Bucksburn,Aberdeen,AB21 9AN,01224   712   138,17C,N,S08000020,S37000001,S01006738,Aberdeen City North
31230,Cults Medical Group,8106,Cults Medical Group,South Avenue,Cults,Aberdeen,AB15 9LQ,0345 337  1140,17J,N,S08000020,S37000001,S01006524,Aberdeen City West
31244,Peterculter Medical Practice,8269,Peterculter Medical Practice,Peterculter Health Centre,Coronation Road,Peterculter,AB14 0RP,01224   733   535,17J,N,S08000020,S37000001,S01006511,Aberdeen City West
31259,Danestone Medical Practice,5599,Danestone Medical Practice,Fairview Street,Danestone,Aberdeen,AB22 8ZP,01224   822   866,17J,N,S08000020,S37000001,S01006757,Aberdeen City North
31348,Camphill Medical Practice,1757,Camphill Medical Practice (River Dee),Murtle Estate,Bieldside,Aberdeen,AB15 9EP,0345 375 2020,17J,N,S08000020,S37000001,S01006516,Aberdeen City West
31437,Macduff Medical Practice,12403,Macduff Medical Practice,Macduff Health Clinic,Fife Street,Banff,AB45 1JD,0345 337 9933,17J,Y,S08000020,S37000002,S01007032,Banff & Buchan
31456,An Caorann Medical Practice,4791,An Caorann Medical Practice,Portsoy Surgery,16 Seafield Terrace,Portsoy,AB45 2GB,0345 337 9966,2C,N,S08000020,S37000002,S01007025,Banff & Buchan
31511,Finlayson Street Practice,9399,Finlayson Street Practice,Finlayson Street Surgery,33 Finlayson Street,Fraserburgh,AB43 9JW,01346   518   088,17J,N,S08000020,S37000002,S01007126,Banff & Buchan
31531,Central Buchan Medical Practice,6470,Central Buchan Medical Practice,Central Buchan Medical Group,School Street,New Pitsligo,AB43 6NE,01771   653   205,17J,N,S08000020,S37000002,S01007049,Buchan
31550,Saltoun Surgery,8389,Saltoun Surgery,Lochpots Road,Fraserburgh,Aberdeenshire,AB43 9NH,01346   514   154,2C,N,S08000020,S37000002,S01007123,Banff & Buchan
31601,Crimond Medical Centre,3486,Crimond Medical and Community Hub,Logie avenue West,Crimond,Aberdeenshire,AB43 8QJ,01346   532   215,17J,Y,S08000020,S37000002,S01007101,Buchan
31615,Cruden Medical Group,3727,Cruden Medical Group,Main Street,Hatton,Peterhead,AB42 0QQ,01779   841   208,17J,N,S08000020,S37000002,S01007071,Buchan
31634,Peterhead Health Centre,22769,Peterhead Health Centre,Links Terrace,Peterhead,Aberdeenshire,AB42 2XA,0345 013 0710,17J,N,S08000020,S37000002,S01007080,Buchan
31649,Aden Health Centre,8348,Aden Health Centre,Newlands Road,Mintlaw,Aberdeenshire,AB42 5GP,01771   624   070,2C,N,S08000020,S37000002,S01007059,Buchan
31719,Fyvie Oldmeldrum Medical Group,8966,Fyvie Oldmeldrum Medical Group,Oldmeldrum Health Centre,Academy Way,Oldmeldrum,AB51 0JZ,0345 013 0730,17J,N,S08000020,S37000002,S01006985,Formartine
31723,Turriff Medical Practice,8692,Turriff Medical Practice,Turriff Health Centre,Balmellie Road,Turriff,AB53 4DQ,0345 337 6320,17C,N,S08000020,S37000002,S01007022,Formartine
31812,Strathdon Medical Centre,776,Strathdon Medical Centre,Newe,Strathdon,Aberdeenshire,AB36 8XB,01975   651   209,17J,Y,S08000020,S37000002,S01006791,Marr
31827,Alford Medical Practice,5797,Alford Medical Practice,Gordon Road,Alford,Aberdeenshire,AB33 8FL,01975   562   253,2C,N,S08000020,S37000002,S01006884,Marr
31901,Ellon Group Practice,15869,Ellon Group Practice,Ellon Health Centre,Schoolhill,Ellon,AB41 9AH,0345 337  1150,17J,N,S08000020,S37000002,S01006959,Formartine
31916,Haddo Medical Group,5559,Haddo Medical Group,"Pitmedden Surgery, Tarves Road","Pitmedden, Ellon",Aberdeenshire,AB41 7NX,01651   843   468,17J,Y,S08000020,S37000002,S01006982,Formartine
32001,Insch Medical Practice,6567,Insch Medical Practice,Insch Health Centre,Rannes Street,Insch,AB52 6JJ,0345 337  6310,17C,N,S08000020,S37000002,S01007001,Garioch
32021,Inverurie Medical Group,25232,Inverurie Medical Group,Inverurie Health & Care Hub,Upperboat Road,Inverurie,AB51 3UL,0345 337  9911,17C,Y,S08000020,S37000002,S01006905,Garioch
32035,Kemnay Medical Group,6484,Kemnay Medical Group,Kemnay Medical Centre,Kemnay,Inverurie,AB51 5NB,01467   642   289,17C,N,S08000020,S37000002,S01006891,Garioch
32092,Bydand Medical Group,7742,Bydand Medical Group,"Huntly Health Centre, Bleachfield Street",Huntly,Aberdeenshire,AB54 8EX,01466   792   116,17J,N,S08000020,S37000002,S01007010,Marr
32209,Skene Medical Group,15026,Skene Medical Group,Skene Healthcare Centre,"Discovery Drive, Arnhall Business Park","Westhill, Aberdeen",AB32 6FG,01224   849   400,17C,Y,S08000020,S37000002,S01006941,Garioch
32290,Aboyne Health Centre,6653,Aboyne Health Centre Incl. Tarland,Bellwood Road,Aboyne,Aberdeenshire,AB34 5HQ,0345 337 9955,17J,N,S08000020,S37000002,S01006799,Marr
32317,Ballater Clinic,1867,Ballater Clinic,13 Provost Craig Road,Ballater,Aberdeenshire,AB35 5NN,01339   755   686,17J,N,S08000020,S37000002,S01006790,Marr
32321,Braemar Health Clinic,675,Braemar Health Clinic,St Andrews Terrace,Braemar,Aberdeenshire,AB35 5WR,01339   741   202,17J,N,S08000020,S37000002,S01006793,Marr
32355,Torphins Medical Practice,2068,Torphins Medical Practice,St Marnans Road,,Torphins,AB31 4JQ,01339   882   221,17C,N,S08000020,S37000002,S01006870,Marr
32406,Banchory Group Practice,13188,Banchory Group Practice,Bellfield,Banchory,Aberdeenshire,AB31 5XS,0345 013 0750,17C,N,S08000020,S37000002,S01006865,Marr
32411,Portlethen Medical Centre,15644,Portlethen Medical Centre,Portlethen,Aberdeen,,AB12 4QP,0345 013 0720,17C,Y,S08000020,S37000002,S01006852,Kincardine & Mearns
32425,Stonehaven Medical Group,13150,Stonehaven Medical Group,Stonehaven Medical Centre,Robert Street,Stonehaven,AB39 2EL,0345 337 1160,17J,N,S08000020,S37000002,S01006833,Kincardine & Mearns
32500,Auchenblae Medical Centre,2182,Auchenblae Medical Centre,Mackenzie Avenue,Auchenblae,Kincardineshire,AB30 1XU,01561   320   202,17J,Y,S08000020,S37000002,S01006811,Kincardine & Mearns
32514,Inverbervie Medical Group,5775,Inverbervie Medical Group,Inverbervie Medical Centre,Church Street,Inverbervie,DD10 0RU,01561   361   260,17J,N,S08000020,S37000002,S01006815,Kincardine & Mearns
32529,Laurencekirk Medical Group,6130,Laurencekirk Medical Group,Laurencekirk Healthcare Centre,Blackiemuir Ave,Laurencekirk,AB30 1GX,0345 337 3356,17J,N,S08000020,S37000002,S01006801,Kincardine & Mearns
32586,Ardach Health Centre,8762,Ardach Health Centre,Highfield Road,Buckie,Banffshire,AB56 1JE,0345 099  7200,17J,N,S08000020,S37000019,S01011078,Moray
32622,Seafield & Cullen Medical Group,6734,Seafield & Cullen Medical Group,Barhill Road,Buckie,Moray,AB56 1FP,01542   835   577,17J,N,S08000020,S37000019,S01011081,Moray
32707,Linkwood Medical,12141,Linkwood Medical,The Glassgreen Centre,2 Thornhill Drive,Elgin,IV30 6GQ,0345 337  6350,17J,N,S08000020,S37000019,S01011093,Moray
32750,Fochabers Medical Practice,4458,Fochabers Medical Practice,12 High Street,Fochabers,Morayshire,IV32 7EP,01343   820   247,17J,N,S08000020,S37000019,S01011089,Moray
32764,Moray Coast Medical Practice,10195,Moray Coast Medical Practice,Moray Coast Health Centre,Muirton Road,Lossiemouth,IV31 6TU,0345 337  1190,17J,N,S08000020,S37000019,S01011139,Moray
32779,Maryhill Group Practice,22216,Maryhill Group Practice incl. Rothes,Maryhill,Elgin,Moray,IV30 1AT,0345 337  0610,17C,N,S08000020,S37000019,S01011118,Moray
32801,Varis Medical Practice,8198,Forres Health & Care Centre -Varis,Grantown Road,Forres,Moray,IV36 1JG,0345 337 1120,17J,N,S08000020,S37000019,S01011163,Moray
32815,Culbin Medical Practice,8222,Culbin Medical Practice,Grantown Road,Forres,Morayshire,IV36 1JG,0345 337 1120,17J,N,S08000020,S37000019,S01011163,Moray
32904,Keith Medical Group,7267,Keith Medical Group,Turner Street,Keith,Banffshire,AB55 5DJ,0345 337  9944,17J,N,S08000020,S37000019,S01011062,Moray
33004,Aberlour Health Centre,3279,Aberlour Health Centre,Queens Road,Aberlour,Banffshire,AB38 9PR,01340   871   210,17J,N,S08000020,S37000019,S01011052,Moray
33057,Rinnes Medical Group,3001,Rinnes Medical Group,Mount Street,Dufftown,Moray,AB55 4FJ,01340   820   888,17J,Y,S08000020,S37000019,S01011049,Moray
33061,Glenlivet Medical Practice,578,Glenlivet Medical Practice,Glenlivet Community Surgery,Drumin,Ballindalloch,AB37 9AN,01807   590   273,17J,Y,S08000020,S37000019,S01011045,Moray
38012,Skerryvore Practice,8586,Skerryvore Practice,"The Balfour, Foreland Road",Kirkwall,Orkney,KW15 1NZ,01856   888   240,17J,N,S08000025,S37000022,S01011817,Orkney
38027,Stromness Surgery,3093,Stromness Surgery,John Street,Stromness,Orkney,KW16 3AD,01856   850   205,17J,N,S08000025,S37000022,S01011805,Orkney
38051,Daisy Villa,1546,Daisy Villa,St. Margaret's Hope,Orkney,,KW17 2SN,01856   831   206,17J,Y,S08000025,S37000022,S01011828,Orkney
38084,Islands View Surgery,272,Islands View Surgery,Rousay,Orkney,,KW17 2PU,01856   821   265,2C,Y,S08000025,S37000022,S01011830,Orkney
38205,Heilendi Practice,3896,Heilendi Practice,"The Balfour, Foreland Road",Kirkwall,Orkney,KW15 1NZ,01856   872   388,17J,N,S08000025,S37000022,S01011817,Orkney
38210,Dounby Surgery,2871,Dounby Surgery,Dounby,Orkney,,KW17 2HH,01856   771   209,17J,N,S08000025,S37000022,S01011807,Orkney
38239,Orcades Practice,1967,Orcades Practice,Primary Care Department,"The Balfour, Foreland Road","Kirkwall, Orkney",KW15 1NZ,,2C,Y,S08000025,S37000022,S01011817,Orkney
39015,Yell Health Centre,993,Yell Health Centre,Reafirth,Mid Yell,Shetland,ZE2 9BX,01957   702   127,2C,Y,S08000026,S37000026,S01012413,Shetland
39020,Whalsay Health Centre,1056,Whalsay Health Centre,Symbister,Whalsay,Shetland,ZE2 9AE,01806   566   219,2C,Y,S08000026,S37000026,S01012415,Shetland
